AppID, Name, Release Date, Genre, Metacritic Score,User Rating,Full Price, Lowest Price
274230, RONIN, 30 Jun 2015, Action-Indie,70,27, 9.99,2.49
274270, NOT A HERO, 14 May 2015, Action-Adventure-Indie,75,69, 9.99,2.49
274350, Dropsy, 10 Sep 2015, Adventure-Indie,80,91, 6.99,2.79
274500, Brigador, 2 Jun 2016, Action-Indie,70,91, 13.99,10.49
274700, 868-HACK, 26 Jan 2015, Indie-Strategy, None,91, 4.65,2.32
274920, FaceRig, 7 Jul 2015, Animation & Modeling-Video Production, None,63, 10.99,5.49
275060, Alone in the Dark: Illumination, 11 Jun 2015, Action-Adventure, None,1, 14.99,5.09
275100, Shelter 2, 9 Mar 2015, Adventure-Casual-Indie,58,58, 10.99,3.29
275200, Westerado: Double Barreled, 16 Apr 2015, Action-Adventure-Indie, None,88, 10.99,5.49
276730, Tango Fiesta, 24 Sep 2015, Action-Indie, None,30, 9.99,4.99
276770, Toy Soldiers: War Chest, 12 Aug 2015, Action-Casual-Strategy,60,11, 11.99,5.99
276810, Mordheim: City of the Damned, 19 Nov 2015, RPG-Strategy,74,32, 29.99,10.19
277520, Albedo: Eyes from Outer Space, 10 Apr 2015, Action-Adventure-Indie,66,16, 10.99,1.09
277650, Kult: Heretic Kingdoms, 26 Aug 2015, Action-Adventure-Indie-RPG, None,32, 4.79,1.19
277700, On Rusty Trails, 13 Jun 2016, Indie,77,98, 9.99,2.49
277950, Deadbreed, 14 Apr 2016, Action-Adventure-Free to Play-Indie-RPG-Strategy, None,20, 0.00,0
278150, Sound Forge Audio Studio 10 - Steam Powered, 2 Jun 2015, Audio Production, None,9, 39.99,19.99
278190, ACID Music Studio 10 - Steam Powered, 2 Jun 2015, Audio Production, None,12, 39.99,19.99
278210, VEGAS Pro 13 Edit - Steam Powered, 2 Nov 2015, Video Production, None,93, 0.00,0
278420, Spider: Rite of the Shrouded Moon, 6 Aug 2015, Action-Adventure-Indie, None,93, 9.99,2.49
278440, 0RBITALIS, 28 May 2015, Indie-Simulation,73,37, 6.99,2.37
278510, JUDGEMENT SILVERSWORD - Resurrection -, 18 Sep 2015, Action, None,72, 3.99,2.39
278550, A-Train 9 V4.0 : Japan Rail Simulator, 21 Oct 2015, Simulation, None,35, 44.99,31.49
278570, Labyrinthine Dreams, 26 May 2015, Adventure-Casual-Indie, None,53, 1.59,0.39
278590, Heroes of Legionwood, 24 Jul 2015, Casual-Indie-RPG, None,51, 4.99,0.99
278810, LA Cops, 13 Mar 2015, Action-Adventure-Indie-Strategy,45,20, 10.99,2.74
278910, Interplanetary, 12 May 2015, Indie-Strategy, None,58, 10.99,3.49
278970, Digger Online, 2 Jun 2015, Action-Adventure, None,7, 6.99,6.99
279070, 9th Dawn II, 6 Jun 2016, Action-Adventure-Indie-RPG, None,100, 5.99,4.79
279140, Making History: The Great War, 29 Jan 2015, Indie-Simulation-Strategy, None,43, 22.99,5.74
279640, The Troma Project, 28 Oct 2015, Indie-Strategy, None,10, 4.99,0.99
279720, The I of the Dragon, 6 Mar 2015, RPG, None,16, 4.99,0.59
279740, 3D ParticleGen Visual FX, 3 Apr 2015, Photo Editing-Utilities-Video Production, None,30, 6.99,1.32
279800, Grim Legends 2: Song of the Dark Swan, 26 Mar 2015, Adventure-Casual, None,96, 6.99,2.44
279900, Soul Axiom, 29 Feb 2016, Adventure-Indie,57,43, 21.98,7.49
279940, The Book of Unwritten Tales 2, 19 Feb 2015, Adventure,80,81, 24.99,3.74
280010, Gunjitsu, 31 Jul 2015, Action-Indie, None,53, 2.79,2.23
280180, Hover : Revolt Of Gamers, 6 Apr 2015, Action-Adventure-Indie, None,78, 14.99,11.24
280360, Interstellaria, 17 Jul 2015, Adventure-Indie-RPG-Simulation-Strategy, None,29, 6.99,2.79
280520, Crea, 9 Jun 2016, Action-Adventure-Indie-RPG, None,53, 10.99,9.89
280600, BloodLust Shadowhunter, 21 Sep 2015, Action-Indie-RPG, None,53, 9.99,6.99
281200, A Boy and His Blob, 19 Jan 2016, Adventure, None,23, 6.99,1.74
281610, Homeworld: Deserts of Kharak, 20 Jan 2016, Strategy,79,49, 29.99,14.99
281640, The Banner Saga 2, 19 Apr 2016, Indie-RPG-Strategy,82,84, 14.99,11.99
281940, Woolfe - The Red Hood Diaries, 17 Mar 2015, Action-Adventure-Indie,55,18, 6.99,2.37
281990, Stellaris, 9 May 2016, Simulation-Strategy,78,63, 34.99,27.99
282050, MX vs. ATV Supercross Encore, 27 Oct 2015, Racing-Simulation-Sports, None,8, 24.99,6.24
282140, SOMA, 21 Sep 2015, Action-Adventure-Indie,84,93, 22.99,9.19
282210, Sid Meier's Starships, 12 Mar 2015, Strategy,64,7, 10.99,3.62
282560, RollerCoaster Tycoon World, 30 Mar 2016, Simulation-Strategy, None,3, 29.99,22.49
282590, Star Ruler 2, 27 Mar 2015, Indie-Strategy, None,53, 18.99,4.74
282620, The Battle of Sol, 1 Jul 2015, Action-Indie-Simulation, None,23, 6.99,3.49
282640, LOST ORBIT, 12 May 2015, Action-Indie,72,96, 9.99,6.49
282660, EasyAntiCheat eSports, 10 Sep 2015, Utilities, None,27, 0.00,0
282780, Stick 'Em Up 2: Paper Adventures, 27 Jul 2015, Action-Adventure-Indie, None,22, 1.99,0.65
282860, Masterspace, 15 Jun 2015, Action-Indie-RPG-Simulation, None,3, 10.59,2.11
282900," Hyperdimension Neptunia Re, Birth1 /  Re, Birth1", 29 Jan 2015, RPG-Strategy,72,93, 22.99,3.44
283040, Paper Dungeons, 20 Apr 2015, Adventure-Indie-RPG, None,10, 6.99,1.74
283060, Lucent Heart, 11 Feb 2016, Adventure-Casual-Free to Play-Massively Multiplayer-RPG, None,10, 0.00,0
283080, Super Chibi Knight, 24 Jun 2015, Action-Adventure-Indie-RPG, None,69, 3.99,0.99
283160, House of the Dying Sun, 7 Jun 2016, Action-Indie-Simulation, None,78, 14.99,13.49
283640, Salt and Sanctuary, 17 May 2016, Action-Indie-RPG,84,81, 13.59,9.1
284160, BeamNG.drive, 29 May 2015, Racing-Simulation, None,72, 18.99,14.24
284220, Diadra Empty, 21 Jul 2015, Action-Indie, None,37, 4.79,1.91
284260, PANORAMICAL, 17 Sep 2015, Indie, None,72, 6.99,3.49
284410, Cornerstone: The Song of Tyrim, 26 Apr 2016, Action-Adventure-Indie,58,43, 14.99,5.99
284680, Tremor, 17 Mar 2015, Audio Production, None,51, 99.00,66.33
284810, Nightmares from the Deep 3: Davy Jones, 29 Jan 2015, Adventure-Casual, None,93, 6.99,1.74
284910, Purgatory: War of the Damned, 11 Feb 2015, Action-RPG, None,11, 9.99,4.99
284990, Solarix, 30 Apr 2015, Action-Indie, None,33, 14.99,5.09
285070, Between Me and The Night, 22 Jan 2016, Action-Adventure-Indie,62,58, 9.99,3.39
285740, Kitty Powers' Matchmaker, 22 Apr 2015, Casual-Indie-Simulation, None,91, 6.99,4.68
285820, Action Henk, 11 May 2015, Action-Indie-Racing,74,81, 10.99,4.19
285920, TerraTech, 6 Feb 2015, Action-Indie-Strategy, None,49, 14.99,7.49
286160, Tabletop Simulator, 5 Jun 2015, Casual-Indie-RPG-Simulation-Strategy, None,88, 14.99,6.59
286280, Steel Armor: Blaze of War, 5 Mar 2015, Simulation-Strategy,70,51, 22.99,11.49
286570, F1 2015, 9 Jul 2015, Racing-Sports,61,6, 39.99,11.99
286750, Zoo Empire, 3 Sep 2015, Casual-Simulation-Strategy,59,26, 4.96,1.24
286790, Falcon A.T., 8 Jan 2016, Simulation, None,26, 4.93,0.69
286940, S.K.I.L.L. - Special Force 2, 19 May 2015, Action-Free to Play, None, None, 0.00,0
287140, Selfie : Sisters of the Amniotic Lens, 8 May 2015, Adventure-Casual-Indie-Massively Multiplayer-Simulation, None,26, 3.99,0.39
287290, Resident Evil Revelations 2 / Biohazard Revelations 2, 24 Feb 2015, Action-Adventure, None,39, 4.99,0.64
287600, Sunset, 21 May 2015, Adventure-Casual-Indie-Simulation,66,27, 14.99,1.49
287700, METAL GEAR SOLID V: THE PHANTOM PAIN, 1 Sep 2015, Action-Adventure,91,69, 24.99,14.99
287840, TY the Tasmanian Tiger 4, 17 Sep 2015, Action-Adventure-Indie, None,75, 4.79,1.19
287920, Mortal Online, 31 Aug 2015, Action-Free to Play-Indie-Massively Multiplayer-RPG, None,9, 0.00,0
287960, Yomi, 8 May 2015, Indie-Strategy, None,69, 10.49,6.92
287980, Mini Metro, 6 Nov 2015, Indie-Simulation-Strategy,77,96, 6.99,3.74
288000, Oncoming Death Steam Edition, 19 Oct 2015, Action-Adventure-Indie, None,4, 3.99,2.99
288140, Jack Nicklaus Perfect Golf, 3 May 2016, Indie-Simulation-Sports-Strategy, None,26, 26.99,14.99
288260, Conflicks - Revolutionary Space Battles, 5 Nov 2015, Action-Casual-Indie-Strategy,63,24, 10.99,2.74
288930, The Charnel House Trilogy, 16 Apr 2015, Adventure-Indie,68,58, 4.79,1.19
289760, ROCKETSROCKETSROCKETS, 1 May 2015, Action-Casual-Indie-Sports-Strategy, None,56, 4.99,1.24
289780, Requiem: Rise of the Reaver, 4 Mar 2015, Free to Play-Massively Multiplayer-RPG, None,17, 0.00,0
290060, Glitchspace, 5 May 2016, Adventure-Indie, None,58, 9.99,2.74
290080, Life is Feudal: Your Own, 17 Nov 2015, Action-Indie-RPG-Simulation,63,26, 24.99,12.49
290140, Echo of Soul, 22 Jun 2015, Free to Play-Massively Multiplayer-RPG, None,20, 0.00,0
290300, Rebel Galaxy, 20 Oct 2015, Action-Adventure-Indie-RPG-Simulation, None,69, 14.99,7.49
290340, Armello, 1 Sep 2015, Adventure-Indie-RPG-Strategy,75,66, 14.99,11.24
290490, The Flock, 21 Aug 2015, Action-Indie,36,9, 12.99,1.29
290530, Clandestine, 5 Nov 2015, Action-Indie,69,45, 14.99,9.99
290650, Time Ramesside (A New Reckoning), 29 Apr 2015, Action-Adventure-Casual-Indie-RPG, None,0, 3.99,0.79
290790, Grey Goo, 23 Jan 2015, Strategy,77,30, 22.99,7.81
290890, You Must Build A Boat, 4 Jun 2015, Action-Casual-Indie-RPG-Strategy,71,58, 3.99,1.35
291010, The Hat Man: Shadow Ward, 10 Jun 2016, Action-Adventure-Casual-Indie-RPG-Simulation, None,32, 0.79,0.15
291090, I Get This Call Every Day, 9 Jun 2016, Simulation, None,33, 1.59,1.59
291650, Pillars of Eternity, 26 Mar 2015, RPG,89,72, 34.99,13.99
291770, The Last Crown: Midnight Horror, 29 Oct 2015, Adventure-Indie, None,58, 3.99,1.19
292030, The Witcher 3: Wild Hunt, 18 May 2015, RPG,93,96, 24.99,17.49
292330, Starship Corporation, 29 Apr 2016, Indie-Simulation-Strategy, None,23, 14.99,10.04
292500, Kero Blaster, 11 Nov 2015, Action-Adventure-Indie,82,96, 6.99,4.19
292600, Duet, 3 Aug 2015, Action-Indie, None,88, 3.99,1.87
293160, AntharioN, 15 Jul 2015, Adventure-Indie-RPG-Strategy, None,30, 10.99,2.74
293220, H-Hour: World's Elite, 19 May 2015, Action-Indie, None,13, 6.99,3.49
293240, Cosmochoria, 27 Apr 2015, Action-Adventure-Indie-Strategy, None,84, 6.99,1.74
293260, Card Hunter, 13 Jul 2015, Free to Play-RPG-Strategy,80,69, 0.00,0
293280, Wander, 4 Jun 2015, Adventure-Massively Multiplayer, None,3, 5.99,3.79
293460, I Shall Remain, 24 Aug 2015, Action-Indie-RPG, None,41, 6.99,3.49
293520, Carnivores: Dinosaur Hunter Reborn, 27 May 2015, Indie-Simulation, None,45, 10.99,5.49
293600, Arson and Plunder: Unleashed, 25 Sep 2015, Action-Indie, None,16, 4.99,0.99
293760, Automation - The Car Company Tycoon Game, 12 Mar 2015, Simulation-Strategy, None,66, 22.99,19.54
294000, Knight Squad, 16 Nov 2015, Action-Indie, None,63, 10.99,2.19
294040, Loot Hero DX, 3 Jul 2015, Action-Adventure-Casual-Indie-RPG, None,24, 1.98,0.63
294060, Aaru's Awakening, 23 Feb 2015, Action-Adventure-Indie, None,33, 10.99,1.09
294120," Warhammer 40,000: Carnage Champions", 11 May 2016, Action-RPG, None,6, 6.99,5.49
294190, A-Men 2, 24 Jun 2015, Adventure-Indie, None,2, 5.99,1.19
294590, Wars and Warriors: Joan of Arc, 3 Sep 2015, Action-Strategy,60,91, 4.96,1.24
294730, Marine Park Empire, 3 Sep 2015, Casual-Simulation-Strategy,58,84, 4.96,1.24
295110, H1Z1 : Just Survive, 15 Jan 2015, Action-Adventure-Massively Multiplayer, None,23, 14.99,7.49
295590, Hero Generations, 10 Apr 2015, Indie-RPG-Simulation-Strategy, None,18, 4.79,3.62
295690, PARTICLE MACE, 22 Jan 2015, Action-Adventure-Casual-Indie-Strategy, None,78, 6.99,0.13
295910, Olympia Rising, 23 Jul 2015, Action-Adventure, None,33, 3.99,1.99
296010, NeonXSZ, 22 Feb 2016, Action-Indie-RPG, None,81, 11.99,7.49
296030, Qasir al-Wasat: International Edition, 19 Jan 2016, Action-Adventure-Indie, None,91, 10.99,7.36
296280, TownCraft, 25 Feb 2015, Indie-Simulation-Strategy, None,8, 6.99,3.49
296300, Ballistic Overkill, 8 Oct 2015, Action-Casual-Indie, None,35, 4.99,4.99
296490, GemCraft - Chasing Shadows, 30 Apr 2015, Action-Indie-Strategy, None,93, 6.99,1.39
296550, Niko: Through The Dream, 17 Jul 2015, Adventure-Indie,74,69, 6.99,5.59
296710, Monstrum, 20 May 2015, Indie, None,78, 11.99,2.99
296810, Jump Tanks, 8 Mar 2016, Action-Indie, None,51, 0.00,0
296830, Lucius II, 13 Feb 2015, Action-Adventure-Indie-Simulation,48, None, 14.99,2.24
296870, Dreaming Sarah, 12 Mar 2015, Adventure-Casual-Indie, None,81, 4.79,0.47
296970, Renowned Explorers: International Society, 2 Sep 2015, Adventure-Indie-RPG-Strategy, None,88, 14.99,5.99
297000, Heroes of Might & Magic III - HD Edition, 28 Jan 2015, RPG-Strategy,65,20, 11.99,2.99
297060, Freaking Meatbags, 4 Feb 2015, Action-Indie-Strategy,69,84, 7.99,1.99
297070, Nicolas Eymerich The Inquisitor Book II : The Village, 22 Jan 2015, Adventure, None,32, 6.99,1.39
297080, Navpoint, 23 Sep 2015, Casual-Indie-Strategy, None,100, 3.99,1.35
297130, Titan Souls, 14 Apr 2015, Action-Adventure-Indie,74,45, 10.99,2.74
297270, Exodus Wars: Fractured Empire, 30 Jan 2015, Indie-Strategy, None,11, 6.99,1.39
297450, Zombies on a Plane, 25 Mar 2016, Action-Indie, None,35, 14.99,7.49
297720, Corpse of Discovery, 25 Aug 2015, Adventure-Indie,49,29, 5.59,1.11
297740, Overruled!, 15 Sep 2015, Action-Indie, None,16, 9.99,1.99
297810, Landmark, 10 Jun 2016, Adventure-Massively Multiplayer-RPG, None,4, 6.99,6.99
297920, Space Colony: Steam Edition, 30 Apr 2015, Simulation-Strategy,74,33, 11.99,3.95
298030, Total Annihilation, 18 Dec 2015, Strategy,86,93, 3.99,0.99
298220, Terraformer Expedition to Mars, 20 Nov 2015, Indie-Simulation, None,11, 18.99,11.39
298240, Red Crucible: Firestorm, 22 Dec 2015, Action-Casual-Free to Play-Indie-Simulation, None,16, 0.00,0
298360, Immortal Defense, 31 Aug 2015, Action-Indie-Strategy, None,93, 6.99,3.49
298420, Dreii, 2 Feb 2016, Indie, None,53, 4.79,2.39
298560, Captain Forever Remix, 3 Jun 2016, Action-Indie, None,88, 10.99,6.59
298630, The Escapists, 13 Feb 2015, Action-Adventure-Indie-Simulation-Strategy,71,81, 12.99,4.41
299090, Cosplay Maker, 10 Dec 2015, Indie-Simulation, None,4, 10.99,6.59
299250, European Ship Simulator, 19 Feb 2015, Simulation, None,7, 14.99,3.74
299340, Habitat, 26 Jan 2016, Action-Indie-Simulation-Strategy, None,13, 10.99,3.84
299360, Block N Load, 30 Apr 2015, Action-Free to Play-Massively Multiplayer-Strategy,72,43, 0.00,0
299380, Masquerade: The Baubles of Doom, 20 Apr 2016, Action-Adventure-Casual-Indie, None,72, 9.99,9.99
299460, Woodle Tree Adventures, 2 Mar 2016, Action-Adventure-Indie, None,23, 1.99,0.03
299480, Rogue Stormers, 21 Apr 2016, Action-Indie,68,39, 14.99,6.99
299580, Abducted, 28 Jul 2015, Action-Adventure-Indie, None,23, 4.79,2.39
299600, Dragon Fin Soup, 3 Nov 2015, Indie-RPG, None,29, 14.99,5.99
299680, Tengami, 15 Jan 2015, Adventure-Casual-Indie,57,47, 6.99,2.37
299910, Forgotten Myths CCG, 21 Mar 2016, Free to Play-Indie-Strategy, None,18, 0.00,0
300060, ADR1FT, 28 Mar 2016, Adventure-Indie,63,20, 14.99,7.49
300080, Total War Battles: KINGDOM, 9 Apr 2015, Free to Play-Strategy, None,10, 0.00,0
300160, Bridge!, 28 Oct 2015, Casual-Simulation-Strategy, None,8, 3.99,1.99
300200, Urban Legends, 30 Jan 2015, Action-Adventure-Indie, None,3, 4.99,3.49
300260, Planetoid Pioneers, 15 Apr 2016, Adventure-Indie, None,100, 29.99,25.49
300280, Adventurezator: When Pigs Fly, 17 Sep 2015, Adventure-Indie, None,49, 14.99,2.99
300340, Lemma, 12 May 2015, Action-Adventure-Indie,73,78, 10.99,5.49
300400, Unpossible, 3 Jul 2015, Racing, None,63, 1.99,1.31
300570, Infinifactory, 30 Jun 2015, Indie-Simulation, None,96, 18.99,9.49
300580, GALAK-Z, 29 Oct 2015, Action-Indie,78,41, 6.99,4.19
300600, Gear Up, 28 Jan 2015, Action-Free to Play-Indie, None,39, 0.00,0
300760, Epsilon, 1 Oct 2015, Action-Indie-Strategy, None,33, 5.59,3.91
301050, Night Shift, 23 Feb 2015, Adventure-Indie, None,27, 3.99,3.19
301120, Eastside Hockey Manager, 1 Dec 2015, Simulation-Sports, None,66, 14.99,3.74
301500, BOMB: Who let the dogfight?, 29 Jul 2015, Action-Adventure-Indie-Simulation, None,18, 5.59,3.35
301560, White Night, 3 Mar 2015, Adventure,68,49, 10.98,2.74
301640, Zombie Army Trilogy, 6 Mar 2015, Action,72,69, 29.99,5.99
301650, Battlezone 98 Redux, 18 Apr 2016, Action-Strategy,75,88, 14.99,8.99
301860, Submerged, 3 Aug 2015, Adventure-Indie, None,49, 14.99,3.74
301910, Saints Row: Gat out of Hell, 22 Jan 2015, Action,66,41, 10.99,2.74
301920, War of the Human Tanks - ALTeR, 13 Feb 2015, Adventure-Indie-Strategy, None,99, 9.99,4.99
301930, War of the Human Tanks - Limited Operations, 13 Jun 2016, Adventure-Indie-Strategy, None,81, 6.99,6.29
302670, Call to Arms, 30 Jul 2015, Action-Indie-Simulation-Strategy, None,33, 18.99,3.79
302810, Divinia Chronicles: Relics of Gan-Ti, Oc 2015, Action-Adventure-Indie-RPG, None,78, 10.99,7.36
303210, The Beginner's Guide, 1 Oct 2015, Adventure-Indie, None,66, 6.99,4.19
303260, TRISTOY, 15 Jan 2015, Action-Adventure-Indie,49,9, 4.99,0.49
303290, OZMAFIA!!, 29 Apr 2016, Adventure, None,93, 26.99,21.59
303310, The House in Fata Morgana, 13 May 2016, Adventure, None,100, 18.99,15.19
303550, Adventures of Pip, 4 Jun 2015, Action-Adventure-Indie,72,75, 10.99,2.74
304030, ArcheAge, 26 Mar 2015, Free to Play-Massively Multiplayer-RPG,80,15, 0.00,0
304050, Trove, 9 Jul 2015, Action-Adventure-Casual-Free to Play-Massively Multiplayer-RPG, None,47, 0.00,0
304190, Bloonz Toonz, 11 Mar 2016, Casual, None, None, 1.99,0.67
304240, Resident Evil / biohazard HD REMASTER, 19 Jan 2015, Action-Adventure,82,75, 15.99,8.79
304540, FreakOut: Extreme Freeride, 12 Jan 2015, Action-Sports, None,63, 8.99,2.24
304580, CITYCONOMY: Service for your City, 2 Dec 2015, Casual-Simulation, None,7, 18.99,7.59
304650, SUNLESS SEA, 6 Feb 2015, Adventure-Indie-RPG,81,53, 13.99,6.99
304750, Voodoo Chronicles: The First Sign HD - Directors Cut Edition, 28 May 2015, Adventure-Casual, None, None, 4.99,1.24
304850, Worlds, 1 Mar 2016, Action-Adventure-Indie, None,100, 14.99,13.49
304910, Sky Gamblers: Storm Raiders, 7 Jan 2015, Action-Indie-Simulation, None,53, 6.99,2.37
304950, Castaway Paradise Complete Edition, 19 May 2015, Adventure-Casual-Indie-RPG-Simulation, None,69, 9.99,2.49
305380, Blue Estate The Game, 8 Apr 2015, Action,59,84, 9.99,2.49
305460, FranknJohn, 4 Mar 2015, Action-Indie-RPG, None,37, 10.99,5.49
305500, Trapped Dead: Lockdown, 20 Mar 2015, Action-Indie-RPG, None,16, 6.99,1.04
305510, Servo, 28 May 2015, Action-Strategy, None,23, 0.00,0
305660, Infect and Destroy, 29 Jan 2015, Action-Casual-Indie-Simulation-Strategy, None,8, 4.99,4.89
305820, Cute Things Dying Violently, 2 Sep 2015, Casual-Indie, None,45, 1.99,0.65
